text,category
what are today's highlights from facebook,social_query
let me know if linda posts anything on my quite facebook today,social_query
i need to how many likes does my last instagram photo have,social_query
what very trending on twitter,social_query
can you let me know what's happening to my social media,social_query
is now trump tweeting today,social_query
how many likes did i get,social_query
can you give me the latest feed updates,social_query
have i received any mentions on twitter,social_query
please latest news feed from facebook,social_query
let me know i get a new personal message from martha on facebook today,social_query
please inform me status updates,social_query
can i see my just facebook feed,social_query
any new interests from linda,social_query
are there any updates on facebook,social_query
tell me my friends most recent update,social_query
have i received any mentions on twitter,social_query
check last post on,social_query
show me my media,social_query
check my twitter really notification,social_query
display me my husbands facebook posts today,social_query
i need to what are today's highlights from facebook,social_query
give me some now funny facebook posts,social_query
can you update me on my social media accounts,social_query
has commented on my status,social_query
is there anything important happening on social media,social_query
check instagram very,social_query
has anyone tagged me in a facebook,social_query
facebook quite,social_query
let me know if i get a new personal message from martha on facebook right now,social_query
instagram please,social_query
info,social_query
could you update me on my social media accounts,social_query
what new posts are on my page,social_query
my facebook update in every three hour should really be available,social_query
who has written to me or mentioned me in social media,social_query
is there anything important happening on social quite media,social_query
show me my social media notifications really,social_query
what posts have i missed from my friends,social_query
was there any articles on shark attacks on snapchat yesterday,social_query
latest instagram posts really,social_query
give me my facebook update every three hours,social_query
check my last post on instagram,social_query
what are the really big news stories on twitter,social_query
what does my facebook feed look like,social_query
is anyone likes my latest photo,social_query
what's hot social media topics very,social_query
tell me my friends most recent update really,social_query
has sarah posted anything right now,social_query
very instagram,social_query
tell today me my friends most recent update,social_query
please read facebook feed,social_query
social media,social_query
are there any updates on facebook,social_query
what the latest photos on instagram account,social_query
do i have any private messages on any now social media,social_query
tell me what's new,social_query
has sarah posted anything this day,social_query
has derek logged into facebook this day,social_query
new just updates,social_query
can you what's going on on fb,social_query
i haven't checked my facebook yet are there any updates from my close friends,social_query
facebook info,social_query
who has please responded to my business within the last twenty four hours,social_query
can you tell me me the popular posts from facebook today,social_query
book for me an uber taxi to bardonia,transport_taxi
i need a ride home,transport_taxi
call a car for me,transport_taxi
book me a ride,transport_taxi
where is the closest uber,transport_taxi
book a taxi at my home address for right now,transport_taxi
can you book an uber for me,transport_taxi
get me a uber,transport_taxi
i am going to chinatown in half an hour book an uber for me,transport_taxi
book me today a cab,transport_taxi
could you send a taxi to my house,transport_taxi
very i need a ride to the airport,transport_taxi
i need to book a taxi,transport_taxi
call a uber in thirty minutes,transport_taxi
book taxi for pickup at my location in one hour's time,transport_taxi
can you book an uber tomorrow,transport_taxi
i need to to location call a,transport_taxi
could you book a cab to office for me,transport_taxi
book a taxi for quite me,transport_taxi
book for airport today evening,transport_taxi
i need a cab in thirty minutes,transport_taxi
i am going to chinatown really in half an hour book an uber for me,transport_taxi
book an uber to pick very me up now,transport_taxi
schedule me a for after my thursday meeting,transport_taxi
i need a ride now home,transport_taxi
can you book me a ride,transport_taxi
send a taxi to come pick me up really from my location,transport_taxi
lets get a taxi,transport_taxi
book very a taxi for me,transport_taxi
check very all cab companies and get a time booked for three pm,transport_taxi
uber would you,transport_taxi
book uber taxi for my travel,transport_taxi
call a taxi company,transport_taxi
quite can you get me a taxi home,transport_taxi
i quite need a ride in an hour,transport_taxi
get me uber,transport_taxi
help me transportation the mall of america,transport_taxi
google uber,transport_taxi
get me a car,transport_taxi
get me a uber,transport_taxi
can you book uber for me,transport_taxi
book my nearest available taxi,transport_taxi
send an uber to me right now,transport_taxi
can you an uber for me,transport_taxi
call uber for right now,transport_taxi
now hail taxi,transport_taxi
can you find me a ride to the mall of america please,transport_taxi
can you book an uber after i left for office,transport_taxi
i need a ride home,transport_taxi
book an uber from my location to the theatre today,transport_taxi
a taxi company,transport_taxi
book my nearest available taxi,transport_taxi
catcha a ride,transport_taxi
book taxi for now,transport_taxi
call an uber now,transport_taxi
call an uber now,transport_taxi
book a taxi to quite airport for me in the evening,transport_taxi
book me golden taxi for today at five pm quite,transport_taxi
send an uber to me right now just,transport_taxi
can you book uber for tonight at seven pm,transport_taxi
i need to book a taxi,transport_taxi
reserve a taxi,transport_taxi
arrange a taxi,transport_taxi
get me a taxi to take me to the airport on friday at five thirty am,transport_taxi
book quite taxi for now,transport_taxi
look for a taxi to go home,transport_taxi
i need a taxi for tomorrow at really seven pm to the arena,transport_taxi
could you request a taxi from udrive service,transport_taxi
get me an uber would you,transport_taxi
get me a car really,transport_taxi
book a cab to office for me,transport_taxi
find a taxi to book,transport_taxi
please a taxi me,transport_taxi
really google uber,transport_taxi
would you mind book uber taxi for my travel,transport_taxi
i need a cab in thirty minutes,transport_taxi
kindly book very the next taxi,transport_taxi
book a taxi to the airport for tomorrow morning,transport_taxi
can you book me a taxi,transport_taxi
please open uber,transport_taxi
now get me a uber,transport_taxi
get city cab here to airport,transport_taxi
please call a taxi to arrive at four hundred and take me to the manor theater,transport_taxi
reserve a taxi,transport_taxi
i really need a ride home,transport_taxi
book uber taxi for my travel,transport_taxi
i need a taxi for next day at seven pm to the arena,transport_taxi
check in booking,transport_taxi
please google uber,transport_taxi
send an uber to really me right now,transport_taxi
today book uber taxi for my travel,transport_taxi
i want to make a taxi booking in uber,transport_taxi
call me a cab,transport_taxi
schedule very me a taxi for after my thursday meeting,transport_taxi
find me a ride to the mall of america please,transport_taxi
call a taxi for me to arrive tonight at five,transport_taxi
uber kindly,transport_taxi
i need a ride home,transport_taxi
book me golden please taxi for today at five pm,transport_taxi
get me an uber,transport_taxi
get me the number for local taxi service,transport_taxi
book a the airport,transport_taxi
kindly now book a taxi for me to go to the railway station,transport_taxi
book uber from my very home,transport_taxi
call a taxi company,transport_taxi
i need to book a taxi,transport_taxi
book a cab which have cheapest price,transport_taxi
create just up a taxi for eleven am tomorrow,transport_taxi
get today me a car,transport_taxi
would you mind find me a taxi,transport_taxi
call rta and book a taxi for three o'clock in the morning,transport_taxi
me a taxi for after my thursday meeting,transport_taxi
book a local cab,transport_taxi
i need to get to location call a cab,transport_taxi
find quite a taxi to book,transport_taxi
where is the closest uber,transport_taxi
call a taxi for me to where i am currently located,transport_taxi
can you send a taxi to my house,transport_taxi
book me a cab,transport_taxi
could you would you hire me a taxi to go to the opera tonight,transport_taxi
quite call a car for me,transport_taxi
request an uber now,transport_taxi
find transportation to rome please,transport_taxi
call me a cab to the train station,transport_taxi
get now me a uber,transport_taxi
lets get a taxi,transport_taxi
call me a cab to the just train station,transport_taxi
book me an uber please,transport_taxi
arrange a taxi,transport_taxi
can you book an uber for me,transport_taxi
reserve the very closest uber,transport_taxi
schedule city cab from home to today airport at eight am,transport_taxi
today book my nearest available taxi,transport_taxi
i need a uber to my current location,transport_taxi
get city cab here to airport,transport_taxi
need a taxi tomorrow at eight in the morning,transport_taxi
schedule city cab from home to airport at eight am,transport_taxi
reserve the today closest uber,transport_taxi
i need a taxi to pick me up at the house and take me downtown,transport_taxi
i need to need a taxi tomorrow at eight in the morning,transport_taxi
get me a taxi very,transport_taxi
i need to book an outstation cab for tomorrow,transport_taxi
can i get an uber home from the fox downtown as soon as possible,transport_taxi
set up a taxi for eleven am tomorrow,transport_taxi
taxi pickup for at noon,transport_taxi
book a taxi my address for right now,transport_taxi
call a taxi for me,transport_taxi
open uber app and get me a car please,transport_taxi
call rta and book a taxi for three o'clock in the morning,transport_taxi
can quite you call an uber for me,transport_taxi
book an uber to the nearest mall in the next half hour,transport_taxi
schedule taxi pickup for monday at noon,transport_taxi
book me an ride to home,transport_taxi
where is the closest uber,transport_taxi
can you call an uber for me,transport_taxi
book a local cab,transport_taxi
book uber taxi for my travel,transport_taxi
call me a cab,transport_taxi
call a taxi for me really to where i am currently located,transport_taxi
find me please a ride to the mall of america please,transport_taxi
book a taxi to the airport,transport_taxi
make a note could you i like modern alternative rock music,music_likeness
I love the eternal voice of the singer she is my favourite,music_likeness
i need to add this song to my favorite list,music_likeness
I love the eternal voice of the singer she is my favourite,music_likeness
add this song to my music,music_likeness
i like senatra today songs,music_likeness
what a wonderful song can you save what i just said for me,music_likeness
today i love hip hop,music_likeness
give five stars to this song,music_likeness
i like soft rock music,music_likeness
this is a nice song,music_likeness
save the information which is provided by aman on quite this song,music_likeness
you like the song,music_likeness
i want to download and save song of dangal movie,music_likeness
this is the best ever,music_likeness
i want to slow rock it's ok,music_likeness
store opinion on song,music_likeness
i love kfi so much he's by far my favorite,music_likeness
send this please song to my favorites,music_likeness
nice today music,music_likeness
save my music preferences,music_likeness
hey i like music by sigur ros,music_likeness
please save the opinion that i just posted to this song,music_likeness
i need to i like music,music_likeness
i want to listen daily to this song,music_likeness
i like this,music_likeness
i want to what a wonderful song can you save what i just said for me,music_likeness
i really like a song sing by arijit singh,music_likeness
i want to i'm into music,music_likeness
kfi is my favorite rapper,music_likeness
great song for the commute,music_likeness
save my very opinion on the currently playing song,music_likeness
could you add this song to my playlist,music_likeness
save my just music preferences,music_likeness
rate five,music_likeness
very i find rap music really enjoyable,music_likeness
save the information which is provided by aman on really this song,music_likeness
i'm into just music,music_likeness
the song touches my heart,music_likeness
can you keep that song for when i need cheering up,music_likeness
save my opinion on the currently playing song,music_likeness
please add note to this file good tune,music_likeness
make a note please i like modern alternative rock music,music_likeness
this a good please notate file accordingly,music_likeness
add this song to now my favorite list,music_likeness
add this today song to my catalogue,music_likeness
note current song as awesome can you,music_likeness
save all of my preferences information specific to songs,music_likeness
save my opinion on adele's song,music_likeness
give five stars to this song,music_likeness
save this song to my favorites,music_likeness
you like the song,music_likeness
that's a good song,music_likeness
Olly save all the songs i have listened to more than once,music_likeness
rate this song five stars and save the please rating,music_likeness
could you the music of this song is very melodious and relaxing,music_likeness
rate five please,music_likeness
could you keep everything i have on this song,music_likeness
you like the song,music_likeness
i want to i like rock music,music_likeness
the song makes me really remember certain memories,music_likeness
find lyrics of this save it it very nice song,music_likeness
save this song as a favorite,music_likeness
remember that this is my favorite music,music_likeness
i like music,music_likeness
save my song preferences playlist,music_likeness
i am forever hip hop please,music_likeness
make a note can you i like modern alternative rock music,music_likeness
my favorite is rock from the early two thousands,music_likeness
please save this song to my favorites,music_likeness
can you save this now what a nice song for me,music_likeness
this is a good song put it on repeat,music_likeness
find please lyrics of this song and save it it is very nice song,music_likeness
could you save the remarks i have on this current song,music_likeness
i like senatra songs,music_likeness
you save what a nice song for,music_likeness
i want to i like rock music,music_likeness
tag this song with five stars,music_likeness
this is one of the now best songs for me,music_likeness
could you i really enjoy rock and roll,music_likeness
save this post about the please song that i just listened to,music_likeness
save my opinion on now the currently playing song,music_likeness
record the opinion of each individual about this song,music_likeness
save my spotify preferences,music_likeness
i need to give five stars to this song,music_likeness
i vocals,music_likeness
thumbs up this song,music_likeness
i like the songs of yeshudas please play please it,music_likeness
i want to listen daily to this song quite,music_likeness
this is my favorite song,music_likeness
can save this music in my playlist,music_likeness
isn't it a lovely song can you save this for me,music_likeness
would you mind i love this music can you please save this to my dance playlist and remember that i like it,music_likeness
i really enjoy rock and roll,music_likeness
could you record what i have said about this song,music_likeness
i like this song please that is playing,music_likeness
i like rock music,music_likeness
please save my spotify preferences,music_likeness
i like rock music,music_likeness
store opinion on song really,music_likeness
please add this song to my playlist favorites today,music_likeness
this is a good tune can you notate file accordingly,music_likeness
please really save this song to my favorites,music_likeness
i like rock music,music_likeness
i love kfi so much he's by far my favorite,music_likeness
make this my favorite,music_likeness
i like this song,music_likeness
i love this song,music_likeness
can you save this song to my favorites,music_likeness
i like songs from,music_likeness
save this song as a favorite,music_likeness
this to favorites,music_likeness
save that song and my opinion,music_likeness
please keep everything i on,music_likeness
save all of my preferences information specific to songs,music_likeness
i like this very song,music_likeness
today add this song to my catalogue,music_likeness
save my spotify preferences just,music_likeness
could you i like vocals,music_likeness
add the song just to my favorites,music_likeness
i'm really enjoying this song,music_likeness
save chhana mereya song in my playlist,music_likeness
put that in my favourite list,music_likeness
i like the songs of yeshudas please play it,music_likeness
i need to isn't keith urban wonderful,music_likeness
this song was today very good,music_likeness
record the opinion of each individual about this song,music_likeness
isn't it a lovely song kindly save this for me,music_likeness
this is a nice song,music_likeness
i want to compile favorites list according to my song feedback,music_likeness
remember that this is my favorite music,music_likeness
i like now music,music_likeness
i want the music just to be saved can you do it for me,music_likeness
i like a song sing by arijit singh,music_likeness
i like the songs of yeshudas could you play it,music_likeness
save quite this music to my favorites,music_likeness
this song was very good,music_likeness
my favorite singer is shakira just,music_likeness
slow it's ok,music_likeness
remind me that quite i like that song,music_likeness
i please love hip hop,music_likeness
i rap music really enjoyable,music_likeness
its peaceful,music_likeness
my favorite music is rock from the early two thousands,music_likeness
add this song to my favorite list today,music_likeness
remember this music,music_likeness
my favorite singer is shakira,music_likeness
save all songs from katy perry,music_likeness
nice music,music_likeness
my favorite singer is shakira,music_likeness
can you i like vocals,music_likeness
remember music,music_likeness
i want to save my opinion on adele's song,music_likeness
you have to check out kfi he's the best,music_likeness
save this channel on pandora can you,music_likeness
nice music,music_likeness
nice music,music_likeness
put that song in list,music_likeness
i like songs from today,music_likeness
i need to save this music to my favorites,music_likeness
get the quite roomba to clean up,iot_cleaning
turn very on vacuum cleaning,iot_cleaning
vacuum the dining room,iot_cleaning
can you start the vacuum,iot_cleaning
clear the really dust and then on the cleaner,iot_cleaning
does the robot vacuum cleaner have to be plugged in,iot_cleaning
quite start vacuum,iot_cleaning
please activate my vacuum cleaner,iot_cleaning
turn on vacuum cleaner just,iot_cleaning
turn on the vacuum cleaner,iot_cleaning
have my iroomba clean the house,iot_cleaning
clean the floor,iot_cleaning
by ten to eleven am daily start my vacuum cleaner,iot_cleaning
does the robot vacuum have to be plugged in,iot_cleaning
turn on robot vacuum very cleaner,iot_cleaning
please clean the floor,iot_cleaning
please start today the vacuum cleaner,iot_cleaning
vacuum the kitchen,iot_cleaning
activate the vacuum just cleaner,iot_cleaning
please turn on the robot vacuum cleaner,iot_cleaning
quite vacuum start,iot_cleaning
start the vacuum for me,iot_cleaning
would you mind activate vacuum,iot_cleaning
turn on the very roomba for me,iot_cleaning
get the roomba please to clean up,iot_cleaning
vacuum the please house,iot_cleaning
does the robot vacuum cleaner please have to be plugged in,iot_cleaning
start the robot cleaner at one pm today,iot_cleaning
activate vacuum,iot_cleaning
clean the carpets,iot_cleaning
activate cleaner for furniture cleaning,iot_cleaning
activate the robot and now vacuum the floor,iot_cleaning
please start house cleaning,iot_cleaning
if my vacuum cleaner is not activated kindly activate it,iot_cleaning
activate the robot vacuum,iot_cleaning
i want to turn on the robot vacuum cleaner,iot_cleaning
vacuum the house,iot_cleaning
turn the just vacuum on,iot_cleaning
have iroomba clean the house,iot_cleaning
i need to turn on vacuum cleaner,iot_cleaning
the robot vacuum cleaner,iot_cleaning
vacuum start,iot_cleaning
can you turn the robot vacuum cleaner on,iot_cleaning
please turn on vacuum cleaning,iot_cleaning
start vacuuming,iot_cleaning
now activate the robot vacuum,iot_cleaning
vacuum the mud room,iot_cleaning
get the roomba to now clean the kitchen,iot_cleaning
start the vacuum for me,iot_cleaning
power up the vacuum,iot_cleaning
get the roomba to clean up,iot_cleaning
i need to company coming over turn on the vacuum cleaner right now,iot_cleaning
begin vacuuming,iot_cleaning
i need to start the vacuum for me,iot_cleaning
get the roomba to clean up,iot_cleaning
start the,iot_cleaning
can you power up the vacuum,iot_cleaning
olly i need the room vacuumed can you turn on the vacuum cleaner,iot_cleaning
have the roomba run the living room,iot_cleaning
get the to clean the kitchen,iot_cleaning
robot vacuum the living room now,iot_cleaning
start house cleanup,iot_cleaning
at one pm right now start the robot vacuum cleaner,iot_cleaning
do i start the vacuum cleaner,iot_cleaning
turn cleaner on,iot_cleaning
on the roomba for me,iot_cleaning
get the roomba to clean up today,iot_cleaning
cleaning is good dust is so bad do now your magic clean my carpet,iot_cleaning
would you clean the floor,iot_cleaning
you turn on the vacuum,iot_cleaning
vacuum the carpet freshener from the carpet,iot_cleaning
can you put the vacuum on,iot_cleaning
initiate cleaning please process,iot_cleaning
start robot cleaner,iot_cleaning
activate robot cleaner in an hour,iot_cleaning
start robot vacuum cleaner,iot_cleaning
switch on the roomba,iot_cleaning
will you have now the vacuum start cleaning,iot_cleaning
turn on robot vacuum cleaner,iot_cleaning
i want to turn on the robot vacuum cleaner,iot_cleaning
kindly run the vacuum,iot_cleaning
on the button of cleaner,iot_cleaning
turn cleaner very robot on,iot_cleaning
can you vacuum the dining room,iot_cleaning
activate robot cleaner in an hour,iot_cleaning
let's suck out the today dust,iot_cleaning
get the cleaning quite on,iot_cleaning
please start vacuum cleaner,iot_cleaning
start cleaning robot cleaner,iot_cleaning
clear the dust and then on the cleaner,iot_cleaning
start the vacuum at nine am,iot_cleaning
start the robot vacuum cleaner now really,iot_cleaning
run the vacuum cleaner,iot_cleaning
please activate the vacuum cleaner,iot_cleaning
vacuum the living room in really ten minutes,iot_cleaning
start just the vacuum,iot_cleaning
start the robot vacuum at one pm today,iot_cleaning
can you turn on the vacuum,iot_cleaning
open vacuum cleaner,iot_cleaning
could you run the vacuum,iot_cleaning
would you mind clean the carpets,iot_cleaning
how do you turn on the robot vacuum cleaner,iot_cleaning
vacuum on,iot_cleaning
very switch on the vacuum cleaner,iot_cleaning
have my really iroomba clean the house,iot_cleaning
start cleaning robot cleaner,iot_cleaning
now go near vacuum cleaner,iot_cleaning
company coming over turn on the vacuum cleaner right now,iot_cleaning
will you have the vacuum start cleaning,iot_cleaning
clean the floor kindly,iot_cleaning
activate the roomba,iot_cleaning
go near vacuum cleaner,iot_cleaning
vacuum cleaner start,iot_cleaning
would you start the vacuum,iot_cleaning
quite please start vacuum,iot_cleaning
please start the vacuum,iot_cleaning
get the cleaning on,iot_cleaning
just switch on the roomba,iot_cleaning
initiate to operate robot vacuum cleaner,iot_cleaning
there is a pile of torn paper just on the rug to suck up,iot_cleaning
how do you turn on the robot vacuum cleaner,iot_cleaning
activate the vacuum cleaner,iot_cleaning
initiate cleaning process,iot_cleaning
by ten to eleven am daily start my vacuum cleaner,iot_cleaning
clear the dust please and then on the cleaner,iot_cleaning
vacuum the please kitchen,iot_cleaning
robot vacuum the living room please now,iot_cleaning
turn the robot vacuum cleaner on,iot_cleaning
get the roomba to clean the kitchen,iot_cleaning
can you put the vacuum on,iot_cleaning
kindly turn on my robot vacuum cleaner,iot_cleaning
get quite the roomba to clean the kitchen,iot_cleaning
i want to start robot vacuum,iot_cleaning
turn on robot vacuum cleaner,iot_cleaning
company coming over turn on the vacuum cleaner right now,iot_cleaning
olly i need the vacuumed can you turn on vacuum cleaner,iot_cleaning
vacuum on,iot_cleaning
start vacuum cleaner really,iot_cleaning
robot vacuum cleaner on,iot_cleaning
hey go from off to on my vacuum in five minutes,iot_cleaning
start vacuuming now please,iot_cleaning
turn please on my robot vacuum cleaner now,iot_cleaning
can you could you put the vacuum on,iot_cleaning
could you activate the vacuum cleaner and use it,iot_cleaning
vacuum the floor,iot_cleaning
i need to vacuum the mud room,iot_cleaning
enable cleaner robot,iot_cleaning
please can you clean the floor,iot_cleaning
quite initialize the robot vacuum,iot_cleaning
by ten to eleven am daily start my vacuum cleaner,iot_cleaning
turn on vacuum cleaner,iot_cleaning
silent mode on for the next three hours,audio_volume_mute
silent really,audio_volume_mute
set just to mute,audio_volume_mute
google please be extra the baby is,audio_volume_mute
speakers off today,audio_volume_mute
it's quiet time,audio_volume_mute
activate silent,audio_volume_mute
volume control,audio_volume_mute
i want to mute the speaker,audio_volume_mute
i you to mute,audio_volume_mute
silence yourself until i say otherwise,audio_volume_mute
speakers today off,audio_volume_mute
i need to mute for the next hour please,audio_volume_mute
can you be quiet for the next two hours,audio_volume_mute
down the speaker volume at the of level,audio_volume_mute
silent mode,audio_volume_mute
quiet the living room speakers,audio_volume_mute
from now mute,audio_volume_mute
goodnight very,audio_volume_mute
turn off sound for the next hour please,audio_volume_mute
i want to mute the speaker,audio_volume_mute
sound off,audio_volume_mute
quiet mode on until i am home today from work,audio_volume_mute
don't speak for a while,audio_volume_mute
do not talk just,audio_volume_mute
silence sound,audio_volume_mute
mute today for the next hour please,audio_volume_mute
disable music player,audio_volume_mute
do not speak today,audio_volume_mute
could you mute audio,audio_volume_mute
turn sound off,audio_volume_mute
please do not talk for thirty minutes,audio_volume_mute
very google please be extra quiet the baby is sleeping,audio_volume_mute
please for a,audio_volume_mute
i need to it's quiet time,audio_volume_mute
really touch the mute button,audio_volume_mute
don't make any sounds,audio_volume_mute
will you can you mute my speakers,audio_volume_mute
goodnight,audio_volume_mute
don't speak for an hour very,audio_volume_mute
quiet mode on until i am home from work,audio_volume_mute
turn on silent mode until very my alarm goes off,audio_volume_mute
please today stop for a bit,audio_volume_mute
set mute,audio_volume_mute
could you mute the sound,audio_volume_mute
i want to turn off sound the speaker,audio_volume_mute
would you hold for the next hour,audio_volume_mute
please keep now quiet for the next hour,audio_volume_mute
i need to mute audio,audio_volume_mute
pause the music,audio_volume_mute
could you speakers off,audio_volume_mute
disable music player,audio_volume_mute
please shut now off,audio_volume_mute
don't speak for an hour,audio_volume_mute
can you mute my speaker,audio_volume_mute
audio control,audio_volume_mute
just please silence the volume control,audio_volume_mute
would you mind disable music player,audio_volume_mute
help me to mute my speaker,audio_volume_mute
please change the sound to mute,audio_volume_mute
don't speak today for an hour,audio_volume_mute
touch the mute please button,audio_volume_mute
set volume very to zero,audio_volume_mute
can very you kindly be muted for a while,audio_volume_mute
touch the mute button,audio_volume_mute
sound off just please,audio_volume_mute
be quiet,audio_volume_mute
do not make any noise until morning alarm,audio_volume_mute
sound off,audio_volume_mute
off the very speakers,audio_volume_mute
hey olly mute the speakers,audio_volume_mute
i want you to mute,audio_volume_mute
off the speakers,audio_volume_mute
go silent until three pm,audio_volume_mute
shut quite up,audio_volume_mute
down the volume at the end of level,audio_volume_mute
mute the sound,audio_volume_mute
keep quiet,audio_volume_mute
could you mute my speaker,audio_volume_mute
silence the speaker could you,audio_volume_mute
speakers off please,audio_volume_mute
don't talk until i ask you to,audio_volume_mute
i'm in a gathering please do not speak,audio_volume_mute
quiet on,audio_volume_mute
quiet sound,audio_volume_mute
quiet for fifteen minutes,audio_volume_mute
mute yourself please until five pm,audio_volume_mute
silent,audio_volume_mute
turn off audio please,audio_volume_mute
silence please,audio_volume_mute
silent mode,audio_volume_mute
set to silent for five minutes,audio_volume_mute
mute now sound on speakers please,audio_volume_mute
add audio to zero,audio_volume_mute
mute the audio,audio_volume_mute
silence enabled until i today say so,audio_volume_mute
quite can you kindly be muted for a while,audio_volume_mute
today please unmute yourself,audio_volume_mute
sound off would you,audio_volume_mute
help me to mute my speaker,audio_volume_mute
can you hold for the next hour,audio_volume_mute
could you keep quiet for the next very hour,audio_volume_mute
yourself until i say otherwise,audio_volume_mute
disable today music player,audio_volume_mute
silently adjust,audio_volume_mute
hold for the next hour,audio_volume_mute
do just not make any noise until morning wake-up call,audio_volume_mute
i'm in a please do not speak,audio_volume_mute
get yourself muted,audio_volume_mute
silence would you,audio_volume_mute
don't please speak for an hour,audio_volume_mute
stay now quiet,audio_volume_mute
i really want to mute the speaker,audio_volume_mute
please stop talking,audio_volume_mute
do not today talk,audio_volume_mute
go silent for a day,audio_volume_mute
quiet the sound,audio_volume_mute
stop making sounds for forty minutes,audio_volume_mute
now disable music player,audio_volume_mute
would you do not talk for thirty minutes,audio_volume_mute
will you please mute my speakers,audio_volume_mute
really mute for fifteen minutes,audio_volume_mute
can you place the sound on quiet,audio_volume_mute
don't speak for hour,audio_volume_mute
can you stop talking,audio_volume_mute
please turn sound off,audio_volume_mute
don't speak for a while,audio_volume_mute
keep quiet,audio_volume_mute
kindly pause the song,audio_volume_mute
silence audio,audio_volume_mute
activate silent,audio_volume_mute
really could you quiet the speaker,audio_volume_mute
be silent,audio_volume_mute
can you set today radio to mute,audio_volume_mute
set music system to now mute,audio_volume_mute
silent mode on for the next three hours,audio_volume_mute
add volume to zero,audio_volume_mute
be silent for thirty minutes,audio_volume_mute
don't respond for fifty seconds,audio_volume_mute
set mute just mode for one hour,audio_volume_mute
kindly do not talk for thirty minutes,audio_volume_mute
just mute please,audio_volume_mute
tell me the very answer for two plus two,qa_maths
what is twelve times eight,qa_maths
multiply one thousand by twelve,qa_maths
divide six in two parts,qa_maths
how many cm make one foot,qa_maths
let's do math,qa_maths
what is fourteen divided by two,qa_maths
would you mind what is the answer to that question,qa_maths
what is the square root of forty now two,qa_maths
what is three hundred and four plus one,qa_maths
what's thirteen today plus fourteen,qa_maths
what is just ten times ten,qa_maths
one very plus two equal,qa_maths
can you take five and divide it by three,qa_maths
what is three times seven,qa_maths
what is three hundred and four plus one,qa_maths
can you take five and divide it by three,qa_maths
i want to tell what is the value of sin thirty,qa_maths
how much is twelve divided by four,qa_maths
what does two very plus two equal,qa_maths
i've got dollars for the month how much can i spend every day this month,qa_maths
answer just for three times four,qa_maths
what is four plus four,qa_maths
i need to what is two plus four,qa_maths
what is the answer to dollars minus dollars now,qa_maths
tell me what one plus one is,qa_maths
ten percentages of hundred,qa_maths
what is two plus four,qa_maths
what is the square root of thirty four,qa_maths
tell me the answer for two plus two,qa_maths
solution for eighty one divided by nine,qa_maths
seven times seven really,qa_maths
please what's two plus two,qa_maths
what's the sum of the two numbers four and six,qa_maths
i need now to figure out this percentage,qa_maths
can you how much is one hundred and thirty six plus three hundred and eighty seven,qa_maths
what is fifty now five minus two,qa_maths
what does two plus two equal,qa_maths
tell me if five hundred and forty is subtracted seven time by twenty eight,qa_maths
solution for eighty one divided by nine,qa_maths
how many three are available very in twenty seven,qa_maths
now what's three plus three hundred and fifty five,qa_maths
can you seven times seven,qa_maths
figure out what percentage thirty is of one hundred and sixty three,qa_maths
what is twelve divided by four,qa_maths
tell what is the value of please sin thirty,qa_maths
calculate two multiplied by two,qa_maths
what's the answer to one plus quite one,qa_maths
what is the result of one hundred minus fifty,qa_maths
what is time,qa_maths
tell me what the product of eighteen and thirty one is,qa_maths
please what is the square root of ninety seven,qa_maths
what is four plus four,qa_maths
find the sum of thirteen and fourteen,qa_maths
what is one,qa_maths
i want to what does two plus two equal,qa_maths
what is eighty seven minus fourteen,qa_maths
can you how much is one hundred and thirty six plus three hundred and eighty seven,qa_maths
what is the result of two by two,qa_maths
what's one plus one,qa_maths
how many three are available in twenty seven,qa_maths
please what is two hundred divided by ten,qa_maths
what's the answer to one plus one,qa_maths
solve this equation one plus one,qa_maths
i want to know the result of twenty is to two,qa_maths
what do you get when you multiply sixteen by nine,qa_maths
what is the factorial of x,qa_maths
please this math,qa_maths
what is one hundred and twenty three times one hundred and twenty three,qa_maths
are you solve my math,qa_maths
answer this mathematical question,qa_maths
is the remainder when five hundred and twenty one is divided by three,qa_maths
how much is remaining after subtracting four from eight,qa_maths
i want to know the result of twenty is to two,qa_maths
what is nine time ten,qa_maths
what is four plus please four,qa_maths
now can you help me find the answer to this question,qa_maths
convert ten miles to kilometers,qa_maths
tell me sum of five and six,qa_maths
what is the answer to that question,qa_maths
figure out what very percentage thirty is of one hundred and sixty three,qa_maths
answer this mathematical question,qa_maths
what is ten times ten,qa_maths
how many times does fifty go into one million,qa_maths
this mathematical,qa_maths
how much is twelve divided by four,qa_maths
figure out what percentage thirty is of one hundred and sixty three,qa_maths
what's the answer to one plus one,qa_maths
would you mind what is two plus two,qa_maths
what is two hundred divided by ten really,qa_maths
what is the root of six today hundred and twenty five,qa_maths
is the answer of five plus two seven,qa_maths
what is twenty four times twenty four really,qa_maths
i need to figure out what percentage thirty is of one hundred and sixty three,qa_maths
what is six minus four,qa_maths
what is three hundred and four plus one just,qa_maths
what is nine time ten just,qa_maths
multiply one thousand by twelve,qa_maths
what is the square root of,qa_maths
what is very two plus four,qa_maths
what is the sum of fifteen ninety nine dollars and six sixty five dollars,qa_maths
how much is twelve divided by four,qa_maths
answer this now mathematical question,qa_maths
if i have fifty dollars and spend twenty four how many dollars will very i have left,qa_maths
